OBJECTID,Name,Baujahr,Gesamtleistung (MW),Anzahl,Typ (WKA),Ort,Landkreis,Breitengrad,Längengrad,Projektierer / Betreiber,Bemerkungen,,,,,,,
7544,Windpark Klötzin,1997,6.9,3,Enercon E-70 (3×),Klötzin,OH,54.2908,10.9733,Windkraft Grammersdorf,Repowering 2013 (3× Enercon E-70 statt 6× Tacke TW 600),,,,,,,
7545,Windpark Klötzin,2013,,,,,,54.2908,10.9733,,,,,,,,,
7546,Windpark Kniphagen,2014,18,6,Siemens SWT-3.0-113 (5×),Schönwalde am Bungsberg,OH,54.18,10.7958,Ing. Henning Holst,,,,,,,,
7547,Windpark Kniphagen,2019,,,Siemens Gamesa SWT-3.0-113 (1×),,,54.18,10.7958,,,,,,,,,
7548,Windpark Kohlenbek,2014,12.2,4,Enercon E-101 (4×),Kohlenbek,IZ,54.0408,9.4186,Bürger-WP Kohlenbek,Errichtet an der A 23,,,,,,,
7549,Windpark Köhn,1995,1.8,3,Micon M1500-600 (3×),Köhn,PLÖ,54.3519,10.4564,Denker & Wulf,,,,,,,,
7550,Windpark Kolauerhof,2000,4.5,3,REpower MD70 (3×),Cismarfelde,OH,54.1922,10.9519,WP Grömitz,,,,,,,,
7551,Windpark Kopperby,1995,1.8,3,Tacke TW 600 (3×),Kopperby,SL,54.6428,9.9619,Schwansener Energieanlagen Panzer und Wamser oHG,,,,,,,,
7552,Windpark Kraksdorf,1991,1.15,3,AN Bonus 150/30 (1×),Kraksdorf,OH,54.3047,11.0561,,,,,,,,,
7553,Windpark Kraksdorf,1995,,,Enercon E-40/5.40 (2×),Sahna,,54.3047,11.0561,,,,,,,,,
7554,Windpark Kraksdorf,1997,,,,,,54.3047,11.0561,,,,,,,,,
7555,Windpark Krempdorf,2001,17.75,9,Vestas V66-1.75MW (1×),Krempdorf,IZ,53.8181,9.4711,"WKN AG, Enercity",,,,,,,,
7556,Windpark Krempdorf,2009,,,Vestas V80-2MW (8×),,,53.8181,9.4711,,,,,,,,,
7557,Windpark Kremsdorf,2001,16.7,9,Enercon E-66/18.70 (8×),Kremsdorf,OH,54.3008,10.9536,"BAUUNION Wismar, WP Kremsdorf",,,,,,,,
7558,Windpark Kremsdorf,2009,,,Enercon E-70 (1×),,,54.3008,10.9536,,,,,,,,,
7559,Windpark Krogaspe,2006,4.5,3,Nordex S77 (3×),Krogaspe,RD,54.1247,9.9525,wotan,errichtet an der A 7,,,,,,,
7560,Windpark Kropp,2013–2014,12,6,Vestas V112-3.0MW (6×),Kropp,SL,54.3697,9.5233,WKN AG,,,,,,,,
7561,Windpark Krummbek,2001,21.6,14,DeWind D4/48 (2×),Bentfeld,OH,54.1528,10.8706,"WKN WP Krummbek, Neue Energien Heeck",Repowering 2015 (2× Enercon E-92 statt 2× Nordex N62/1300),,,,,,,
7562,Windpark Krummbek,2002,,,DeWind D6/62 (1×),,,54.1528,10.8706,,,,,,,,,
7563,Windpark Krummbek,2003,,,Nordex N60/1300 (1×),,,54.1528,10.8706,,,,,,,,,
7564,Windpark Krummbek,2014,,,Nordex N62/1300 (2×),,,54.1528,10.8706,,,,,,,,,
7565,Windpark Krummbek,2015,,,Vestas V66-1.65MW (5×),,,54.1528,10.8706,,,,,,,,,
7566,Windpark Krummbek,,,,Enercon E-70 E4 (1×),,,54.1528,10.8706,,,,,,,,,
7567,Windpark Krummbek,,,,Enercon E-92 (2×),,,54.1528,10.8706,,,,,,,,,
7568,Windpark Ladelund-Karlum,2014,27,9,Siemens SWT-3.0-101 (1×),Ladelund,NF,54825,9.0033,Bürgerwindpark Breklum,,,,,,,,
7569,Windpark Ladelund-Karlum,2016,,,Siemens SWT-3.0-113 (8×),Karlum,,54825,9.0033,,,,,,,,,
7570,Windpark Landscheide,2001,17.4,11,NEG Micon NM64c/1500 (6×),Landscheide,IZ,53.9036,9.2681,"Gewi, wpd",,,,,,,,
7571,Windpark Landscheide,2007,,,AN Bonus 1300/62 (3×),St. Margarethen,,53.9036,9.2681,,,,,,,,,
7572,Windpark Landscheide,2015,,,Enercon E-70 (1×),,,53.9036,9.2681,,,,,,,,,
7573,Windpark Landscheide,,,,Vensys 112 (1×),,,53.9036,9.2681,,,,,,,,,
7574,Windpark Langenhorn,2011,44.2,13,REpower 3.4M104 (4×),Langenhorn,NF,54.6669,8.8686,Windparks Langenhorn GmbH,,,,,,,,
7575,Windpark Langenhorn,2014,,,Senvion 3.4M104 (6×),,,54.6669,8.8686,,,,,,,,,
7576,Windpark Langenhorn,2017,,,Senvion 3.4M114 (3×),,,54.6669,8.8686,,,,,,,,,
7577,Windpark Langstedt,2020,33.6,7,Vestas V136-4.2MW (1×),Langstedt,SL,54.6178,9.4233,"WKN Wertewind, Nord-Ostsee-Energiepark",,,,,,,,
7578,Windpark Langstedt,2021,,,Vestas V150-4.2MW (3×),,,54.6178,9.4233,,,,,,,,,
7579,Windpark Langstedt,,,,Vestas V150-5.6MW (3×),,,54.6178,9.4233,,,,,,,,,
7580,Windpark Lasbek,2004,21.15,9,Enercon E-66/18.70 (6×),Lasbek,OD,53.7392,10.4003,RWE Innogy,Inklusive privatbetriebene Einzelanlage Lagerwey LW10/35.,,,,,,,
7581,Windpark Lasbek,2019,,,Vestas V117-3.45MW (1×),,,53.7392,10.4003,,,,,,,,,
7582,Windpark Lasbek,,,,Vestas V126-3.45MW (2×),,,53.7392,10.4003,,,,,,,,,
7583,Windpark Leckeng,2000,25.3,9,Enercon E-48 (1×),Leckeng,NF,54.7728,8.9256,,"2016 Repowering (5× Enercon E-115 statt 7× Enercon E-66/15.66), Erweiterung in Bau",,,,,,,
7584,Windpark Leckeng,2014,,,Enercon E-70 E4 (1×),,,54.7728,8.9256,,,,,,,,,
7585,Windpark Leckeng,2016,,,Vestas V112-3.0MW (1×),,,54.7728,8.9256,,,,,,,,,
7586,Windpark Leckeng,2017,,,Enercon E-115 (5×),,,54.7728,8.9256,,,,,,,,,
7587,Windpark Leckeng,2023,,,Enercon E-138 EP3 E2 (1×),,,54.7728,8.9256,,,,,,,,,
7588,Windpark Lehmkuhlen-Rethwisch,1999,4.8,8,Tacke TW 600a (8×),Rethwisch (Lehmkuhlen),PLÖ,54.2369,10.3211,,,,,,,,,
7589,Windpark Lensahn,1998,12.8,7,Enercon E-40/5.40 (1×),Lensahn,OH,54.2217,10.9044,WP Lensahn,"Errichtet an der A 1, Repowering 2013 (3× Enercon E-70 statt 3× Enercon E-40/5.40)",,,,,,,
7590,Windpark Lensahn,2001,,,REpower MD70 (1×),,,54.2217,10.9044,,,,,,,,,
7591,Windpark Lensahn,2002,,,Enercon E-66/15.70 (2×),,,54.2217,10.9044,,,,,,,,,
7592,Windpark Lensahn,2013,,,Enercon E-70 E4 (3×),,,54.2217,10.9044,,,,,,,,,
7593,Windpark Lentföhrden,2022-2023,24,5,Nordex N133/4800 (5×),Lentföhrden,SE,53.8867,9.8531,EnBW,in Bau,,,,,,,
7594,Windpark Lindewitt-Blye,1995,25.6,8,Senvion 3.2M114 (8×),Blye,SL,54.6836,9175,Dirkshof,"2015 Repowering (8× Senvion 3.2M114 statt 7× Micon M1500-600, 2× Vestas V47-660kW, 2× HSW 1000/57, 1× REpower MM82, 1× Vestas V66-1.65MW, 1× Vestas V80-2MW und 1× NEG Micon NM72c/1500)",,,,,,,
7595,Windpark Lindewitt-Blye,2000,,,,,,54.6836,9175,,2022 Abbau der letzten 2 Vestas V47-660kW,,,,,,,
7596,Windpark Lindewitt-Blye,2015,,,,,,54.6836,9175,,,,,,,,,
7597,Windpark Lindewitt-Blye,2022,,,,,,54.6836,9175,,,,,,,,,
7598,Windpark Lindewitt-Linnau,2000,24.65,6,REpower MM92 (1×),Linnau,SL,54.7078,9.1547,Linnauer Windkraft,2013 Repowering (2× REpower 3.2M114 und 1× REpower MM92 statt 2× Tacke TW 600),,,,,,,
7599,Windpark Lindewitt-Linnau,2013,,,REpower 3.2M114 (2×),,,54.7078,9.1547,,eine Vestas V80-2MW 2021 abgebrannt und abgebaut,,,,,,,
7600,Windpark Lindewitt-Linnau,2022,,,Nordex N133/4800 (1×),,,54.7078,9.1547,,2022 zweites Repowering (2× Nordex N149/5700 und 1× Nordex N133/4800 statt 5× Vestas V80-2MW),,,,,,,
7601,Windpark Lindewitt-Linnau,,,,Nordex N149/5700 (2×),,,54.7078,9.1547,,,,,,,,,
7602,Windpark Looft,2001,19.9,10,Vestas V66-1.65MW (6×),Looft,IZ,54.0347,9.5386,"WKN, Windkraft Looft",,,,,,,,
7603,Windpark Looft,2014–2015,,,Vestas V90-2MW (2×),,,54.0347,9.5386,,,,,,,,,
7604,Windpark Looft,,,,Vestas V112-3.0MW (2×),,,54.0347,9.5386,,,,,,,,,
7605,Windpark Loop,2020–2021,11.2,3,Vestas V117-3.45MW (2×),Loop,RD,54.1369,9955,Heeck,"in Bau, errichtet an der A 7",,,,,,,
7606,Windpark Loop,,,,Vestas V136-4.2MW (1×),,,54.1369,9955,,,,,,,,,
7607,Windpark Loose,2015–2016,15.2,5,Senvion 3.2M114 (1×),Loose,RD,54.5197,9.9042,Geo Mbh,Erweiterung geplant (4× Nordex N133/4800),,,,,,,
7608,Windpark Loose,,,,Nordex N117/3000 (4×),,,54.5197,9.9042,,,,,,,,,
7609,Windpark Löwenstedt,2013,41.8,13,Senvion 3.4M104 (6×),Löwenstedt,NF,54.6489,9.1728,Bürger-WP Löwenstedt,Erweiterung geplant (1× Siemens Gamesa SWT-DD-142),,,,,,,
7610,Windpark Löwenstedt,2014,,,Senvion 3.2M114 (2×),,,54.6489,9.1728,,,,,,,,,
7611,Windpark Löwenstedt,2015,,,Siemens SWT-3.0-113 (5×),,,54.6489,9.1728,,,,,,,,,
7612,Windpark Lütjenholm,2013,13.6,4,REpower 3.4M104 (4×),Lütjenholm,NF,54.6708,9.0353,Windpark Lütjenholm GmbH & Co. KG,,,,,,,,
7613,Windpark Lütjenhorn-Iversacker,1999,29.2,7,Vestas V112-3.0MW (2×),Lütjenhorn,NF,54.7919,9.1047,"BEA-Wind Fehle UG ＆ Co. KG, EENord",Erweiterung derzeit in Bau,,,,,,,
7614,Windpark Lütjenhorn-Iversacker,2014,,,Nordex N133/4800 (4×),,,54.7919,9.1047,,,,,,,,,
7615,Windpark Lütjenhorn-Iversacker,2017,,,Enercon E-126 EP3 4.0 (1×),,,54.7919,9.1047,,,,,,,,,
7616,Windpark Lütjenhorn-Iversacker,2021,,,,,,54.7919,9.1047,,,,,,,,,
7617,Windpark Lütjenhorn-Kalleshave,1999,17.3,6,Enercon E-82 E2 (1×),Lütjenhorn,NF,54.7897,9.0808,Windpark Achtrup,2017 Repowering (5× Enercon E-115 und 1× Enercon E-82 E2 statt 5× HSW 1000/57),,,,,,,
7618,Windpark Lütjenhorn-Kalleshave,2014,,,Enercon E-115 (5×),,,54.7897,9.0808,,,,,,,,,
7619,Windpark Lütjenhorn-Kalleshave,2017,,,,,,54.7897,9.0808,,,,,,,,,
7620,Windpark Lütjenhorn-Kalleshave,2021,,,,,,54.7897,9.0808,,,,,,,,,
7621,Windpark Lütjenhorn-Kalleshave,2022,,,,,,54.7897,9.0808,,,,,,,,,
7622,Windpark Mannhagen-Bälau,2001–2002,14.4,16,NEG Micon NM52/900 (16×),Mannhagen,RZ,53.6244,10.6211,e3,,,,,,,,
7623,Windpark Mannhagen-Bälau,,,,,Bälau,,53.6244,10.6211,,,,,,,,,
7624,Windpark Marienkoog,1992,28.8,8,Siemens SWT-3.6-107 (7×),Marienkoog,NF,54.7742,8.7061,Denker&Wulf,"2008 Repowering (7× Siemens SWT-3.6-107 statt 9× Wind World W4200, 1× Nordtank NTK 150/25, 1× AN Bonus 450/35 und 4× Enercon E-32)",,,,,,,
7625,Windpark Marienkoog,1993,,,Siemens SWT-3.6-120 (1×),,,54.7742,8.7061,,,,,,,,,
7626,Windpark Marienkoog,2008,,,,,,54.7742,8.7061,,,,,,,,,
7627,Windpark Marienkoog,2012,,,,,,54.7742,8.7061,,,,,,,,,
7628,Windpark Medelby-Osterby,2014,23.3,8,Senvion 3.2M114 (6×),Medelby,SL,54.7919,9175,Bürgerwind Medelby,,,,,,,,
7629,Windpark Medelby-Osterby,,,,Senvion MM92 (2×),Osterby,,54.7919,9175,,,,,,,,,
7630,Windpark St. Michaelisdonn-Volsemenhusen,1996,67.15,25,Vestas V39-500kW (2×),St. Michaelisdonn,HEI,53.9836,9.0883,WES-IBS,"2016–2017 Repowering (3× Enercon E-92 statt 2× REpower MD70 und 1× Jacobs 600/43), 2021 Abbau einer Vestas V44-600kW",,,,,,,
7631,Windpark St. Michaelisdonn-Volsemenhusen,1998,,,Vestas V44-600kW (1×),Volsemenhusen,,53.9836,9.0883,,weiteres Repowering im Gange (je 2× Nordex N149/4500 und Enercon E-115 EP3 statt je 4× Vestas V52-850kW und AN Bonus 600/44 in den Windparks Hemme und Friedrichskoog),,,,,,,
7632,Windpark St. Michaelisdonn-Volsemenhusen,2003,,,REpower MM82 (3×),,,53.9836,9.0883,,,,,,,,,
7633,Windpark St. Michaelisdonn-Volsemenhusen,2005,,,REpower MM92 (3×),,,53.9836,9.0883,,,,,,,,,
7634,Windpark St. Michaelisdonn-Volsemenhusen,2007,,,Vestas V112-3MW (3×),,,53.9836,9.0883,,,,,,,,,
7635,Windpark St. Michaelisdonn-Volsemenhusen,2011–2012,,,REpower 3.4M104 (2×),,,53.9836,9.0883,,,,,,,,,
7636,Windpark St. Michaelisdonn-Volsemenhusen,2016–2017,,,REpower 3.2M114 (2×),,,53.9836,9.0883,,,,,,,,,
7637,Windpark St. Michaelisdonn-Volsemenhusen,2022,,,Senvion 3.2M114 (1×),,,53.9836,9.0883,,,,,,,,,
7638,Windpark St. Michaelisdonn-Volsemenhusen,,,,Senvion 3.4M114 (1×),,,53.9836,9.0883,,,,,,,,,
7639,Windpark St. Michaelisdonn-Volsemenhusen,,,,Enercon E-92 (3×),,,53.9836,9.0883,,,,,,,,,
7640,Windpark St. Michaelisdonn-Volsemenhusen,,,,Enercon E-115 EP3 (2×),,,53.9836,9.0883,,,,,,,,,
7641,Windpark St. Michaelisdonn-Volsemenhusen,,,,Nordex N149/4500 (2×),,,53.9836,9.0883,,,,,,,,,
7642,Bürgerwindpark Mittelholstein (Pemeln),2014,52.1,15,Senvion 3.2M114 (12×),Pemeln,RD,54.1417,9.4097,"Bürger-WP Mittelholstein, PNE",,,,,,,,
7643,Bürgerwindpark Mittelholstein (Pemeln),2015,,,Nordex N149/4500 (3×),,,54.1417,9.4097,,,,,,,,,
7644,Bürgerwindpark Mittelholstein (Pemeln),2021,,,,,,54.1417,9.4097,,,,,,,,,
7645,Bürgerwindpark Mittelholstein (Seefeld-Gokels-Lütjenwestedt),2016,36,12,Enercon E-101 (12×),Gokels,RD,54.1183,9.4886,Bürger-WP Mittelholstein,,,,,,,,
7646,Windpark Moorhusen,2000,26,17,AN Bonus 1000/54 (1×),Moorhusen,IZ,53.9428,9.3922,Ventotec,Repowering geplant,,,,,,,
7647,Windpark Moorhusen,2001,,,NEG Micon NM64c/1500 (14×),Krummendiek,,53.9428,9.3922,,,,,,,,,
7648,Windpark Moorhusen,2005,,,REpower MM70 (2×),,,53.9428,9.3922,,,,,,,,,
7649,Windpark Neuenbrook,2001,23.75,10,Vestas V66-1.65MW (3×),Neuenbrook,IZ,53.8519,9.5678,"Bürger-WP Neuenbrook, Butzkies Windprojekt, Ing Holst","Errichtet teilweise an der A 23, eine Vensys-Anlage mit Prototyp eines „wartungsfreien Gittermastes“ der Fa. Butzkies Stahlbau, Repowering im Gange (1× Vensys 115/4100 statt 1× Vestas V66-1.65MW)",,,,,,,
7650,Windpark Neuenbrook,2012–2013,,,Vensys 77 (2×),,,53.8519,9.5678,,,,,,,,,
7651,Windpark Neuenbrook,2017,,,Vensys 77 (1×),,,53.8519,9.5678,,,,,,,,,
7652,Windpark Neuenbrook,2022,,,Senvion 3.4M114 (3×),,,53.8519,9.5678,,,,,,,,,
7653,Windpark Neuenbrook,,,,Vensys 115/4100 (1×),,,53.8519,9.5678,,,,,,,,,
7654,Windpark Neuengörs-Weede,2001,29.4,12,REpower MD70 (6×),Neuengörs,SE,53.9072,10.3889,Denker & Wulf,errichtet an der A 20,,,,,,,
7655,Windpark Neuengörs-Weede,2017,,,Senvion 3.4M114 (6×),Weede,,53.9072,10.3889,,Repowering geplant (5× Siemens Gamesa SG 6.6-170 statt 6× REpower MD70),,,,,,,
7656,Windpark Neuenkirchen-Böddinghusen,2015,17.6,6,Enercon E-53 (1×),Neuenkirchen,HEI,54.2519,9.0014,Bürgerwindpark Neuenkirchen,,,,,,,,
7657,Windpark Neuenkirchen-Böddinghusen,2017,,,Senvion 3.2M114 (4×),,,54.2519,9.0014,,,,,,,,,
7658,Windpark Neuenkirchen-Böddinghusen,2021,,,Enercon E-126 EP3 4.0 (1×),,,54.2519,9.0014,,,,,,,,,
7659,Windpark Neuenkirchen-Heuwisch,2015,19.2,6,Senvion 3.2M114 (6×),Neuenkirchen,HEI,54.2367,8.9531,Bürgerwindpark Neuenkirchen,,,,,,,,
7660,Windpark Neuenkirchen-Tiebensee,2022,40.2,7,Vestas V136-4.2MW (1×),Neuenkirchen,HEI,54.2308,9.0408,WP Jarrenwisch,in Bau,,,,,,,
7661,Windpark Neuenkirchen-Tiebensee,,,,Vestas V150-6.0MW (6×),,,54.2308,9.0408,,,,,,,,,
7662,Windpark Neuenkirchen-Tödienwisch,2017,19.2,6,Enercon E-115 (5×),Neuenkirchen,HEI,54.2503,8.9617,Bürgerwindpark Neuenkirchen,,,,,,,,
7663,Windpark Neuenkirchen-Tödienwisch,2021,,,Enercon E-115 EP3 E3 4.2 (1×),,,54.2503,8.9617,,,,,,,,,
7664,Windpark Neufeld,1996,36.8,16,Enercon E-82 E2 (16×),Neufeld,HEI,53.9278,9.0003,WES-IBS,2012 Repowering (16× Enercon E-82 E2 statt 12× Jacobs 41/500),,,,,,,
7665,Windpark Neufeld,2012,,,,Diekhusen-Fahrstedt,,53.9278,9.0003,,,,,,,,,
7666,Windpark Neuratjensdorf-Löhrstorf,1999,53.6,17,REpower MD77 (1×),Neuratjensdorf,OH,54.3378,10.9861,WP Neuratjensdorf Rossee,Repowering 2012 (1× Enercon E-70 statt 1× Vestas V66-1.65MW),,,,,,,
7667,Windpark Neuratjensdorf-Löhrstorf,2007,,,Enercon E-70 E4 (3×),Löhrstorf,,54.3378,10.9861,,"Repowering 2018 (1× Enercon E-70 E4 und 8× Enercon E-101 statt 8× Vestas V47-660kW, 1× Vestas V66-1.65MW und 3× Enercon E-66/15.66)",,,,,,,
7668,Windpark Neuratjensdorf-Löhrstorf,2012,,,Enercon E-101 (8×),,,54.3378,10.9861,,Erweiterung derzeit in Bau,,,,,,,
7669,Windpark Neuratjensdorf-Löhrstorf,2018,,,Vestas V136-4.2MW (4×),,,54.3378,10.9861,,Repowering im Gange (1× Enercon E-147 EP5 E2 statt 1× Enercon E-70 E4),,,,,,,
7670,Windpark Neuratjensdorf-Löhrstorf,2022,,,Enercon E-147 EP5 E2 (1×),,,54.3378,10.9861,,,,,,,,,
7671,Windpark Niebüll,2011,19.8,6,Vestas V112-3.0MW (3×),Niebüll,NF,54.7919,8.7842,Geo Mbh,Erweiterung derzeit in Bau,,,,,,,
7672,Windpark Niebüll,2022,,,Nordex N117/3600 (3×),,,54.7919,8.7842,,,,,,,,,
7673,Windpark Schülp-Norddeich,1994,68.2,28,Enercon E-48 (1×),Schülp (Dithmarschen),HEI,54.2339,8.9158,"WPD, Marschenverband Schleswig-Holstein e. V.",2014 Repowering (9× Enercon E-70 E4 statt je 8× NEG Micon NM48/750 und Vestas V47-660kW) und 2016 (1× Enercon E-70 E4 statt 1× NEG Micon NM48/750),,,,,,,
7674,Windpark Schülp-Norddeich,2009,,,Enercon E-70 E4 (17×),Norddeich,,54.2339,8.9158,,Erweiterung in Bau,,,,,,,
7675,Windpark Schülp-Norddeich,2011–2012,,,Enercon E-82 E3 (2×),,,54.2339,8.9158,,,,,,,,,
7676,Windpark Schülp-Norddeich,2014,,,Enercon E-92 (6×),,,54.2339,8.9158,,,,,,,,,
7677,Windpark Schülp-Norddeich,2016,,,Enercon E-126 EP3 4.0 (1×),,,54.2339,8.9158,,,,,,,,,
7678,Windpark Schülp-Norddeich,2021,,,Enercon E-115 EP3 E3 (1×),,,54.2339,8.9158,,,,,,,,,
7679,Windpark Schülp-Norddeich,2023,,,,,,54.2339,8.9158,,,,,,,,,
7680,Windpark Norderheistedt-Wiemerstedt,2014,39.6,9,Vestas V112-3.3MW (5×),Norderheistedt,HEI,54.2539,9.1206,"Bürgerwindpark Eider, EnBW",Erweiterung in Bau,,,,,,,
7681,Windpark Norderheistedt-Wiemerstedt,2023,,,Vestas V150-6.0MW (1×),Wiemerstedt,,54.2539,9.1206,,,,,,,,,
7682,Windpark Norderheistedt-Wiemerstedt,,,,Nordex N149/5700 (3×),,,54.2539,9.1206,,,,,,,,,
7683,Windpark Norderwöhrden-Oesterwurth,1998,106275,34,Vestas V27-225kW (1×),Norderwöhrden,HEI,54.2014,9.0064,,"2015 Repowering (6× Enercon E-70 E4 und 2× Senvion 3.2M114 statt 1× REpower 48/600 und 8× Vestas V47-660kW), 2017 Repowering (22× Vestas V112-3.45MW statt 1× Vestas V27-225kW, 1× Vestas V80-2MW, 2× REpower MD70, 4× Enercon E-70 und 16× Vestas V47-660kW)",,,,,,,
7684,Windpark Norderwöhrden-Oesterwurth,2001–2002,,,Enercon E-70 E4 (6×),Oesterwurth,,54.2014,9.0064,,,,,,,,,
7685,Windpark Norderwöhrden-Oesterwurth,2006,,,Senvion 3.2M114 (2×),,,54.2014,9.0064,,,,,,,,,
7686,Windpark Norderwöhrden-Oesterwurth,2015,,,Vestas V112-3.3MW (3×),,,54.2014,9.0064,,,,,,,,,
7687,Windpark Norderwöhrden-Oesterwurth,2017,,,Vestas V112-3.45MW (22×),,,54.2014,9.0064,,,,,,,,,
7688,Windpark Nordermeldorf,2021–2022,33,5,Siemens Gamesa SG 6.6-155 (5×),Nordermeldorf,HEI,54.1372,9.0317,Nordermeldorf-Wind,"in Bau, Erweiterung geplant (2× Siemens Gamesa SG 5.0-132, 2× Nordex N149/5700 und 1× Nordex N163/6800)",,,,,,,
7689,Windpark Nordhackstedt,1995,24.95,10,Tacke TW 600 (1×),Nordhackstedt,SL,54.7386,9.1864,"Ing. Henning Holst, L/projekt","2013 Repowering (1× REpower 3.4M104 statt 2× Vestas V44-600kW), 2017 Repowering (3× Senvion 3.4M114 statt 1× REpower MD70, 1× Tacke TW 600 und 2× Nordtank NTK 500/41)",,,,,,,
7690,Windpark Nordhackstedt,1997,,,Südwind S70 (3×),,,54.7386,9.1864,,Erweiterung geplant (1× Nordex N117/3600),,,,,,,
7691,Windpark Nordhackstedt,2003,,,REpower MM82 (1×),,,54.7386,9.1864,,,,,,,,,
7692,Windpark Nordhackstedt,2012,,,REpower 3.4M104 (1×),,,54.7386,9.1864,,,,,,,,,
7693,Windpark Nordhackstedt,2017,,,Senvion 3.4M114 (3×),,,54.7386,9.1864,,,,,,,,,
7694,Windpark Nordhackstedt,2020–2021,,,Enercon E-138 EP3 E2 (1×),,,54.7386,9.1864,,,,,,,,,
7695,Windpark Norstedt,2003,42.55,16,REpower MM70 (4×),Norstedt,NF,54.6069,9.1383,,,,,,,,,
7696,Windpark Norstedt,2014,,,REpower MM82 (3×),,,54.6069,9.1383,,,,,,,,,
7697,Windpark Norstedt,2017,,,Senvion 3.2M114 (7×),,,54.6069,9.1383,,,,,,,,,
7698,Windpark Norstedt,,,,Siemens SWT-3.0-113 (2×),,,54.6069,9.1383,,,,,,,,,
7699,Windpark Nortorf,2001,30.6,12,NEG Micon NM64c/1500 (7×),Nortorf,IZ,53.9228,9.3231,"Geo mbH, Bürger-WP Nortorf, WP Norderwisch",erste Anlagen in Deutschland der Siemens Gamesa 5.X-Plattform,,,,,,,
7700,Windpark Nortorf,2010,,,Enercon E-70 E4 (3×),,,53.9228,9.3231,,Rotorblattspitze einer NEG Micon NM64c/1500 im Februar 2022 abgebrochen,,,,,,,
7701,Windpark Nortorf,2021–2022,,,Siemens Gamesa SG 6.6-155 (2×),,,53.9228,9.3231,,,,,,,,,
7702,Windpark Nortorf West,2014,34.6,10,Senvion 3.2M114 (8×),Nortorf,IZ,53.9028,9.3006,,Prototypen der Amperax A3000 (Nachfolgende Turbine der Prokon P-3000),,,,,,,
7703,Windpark Nortorf West,2015–2016,,,Amperax A3000 (3×),,,53.9028,9.3006,,,,,,,,,
7704,Bürgerwindpark Obere Arlau,2014,48.2,14,Senvion 3.2M114 (12×),Haselund,NF,54.5828,9.1533,"Ing. Holst, Bürgerwindpark Obere Arlau, BWP Norstedt-Ohland",,,,,,,,
7705,Bürgerwindpark Obere Arlau,2022,,,Vestas V150-5.6MW (1×),Viöl,,54.5828,9.1533,,,,,,,,,
7706,Bürgerwindpark Obere Arlau,,,,Enercon E-138 EP3 E2 (1×),,,54.5828,9.1533,,,,,,,,,
7707,Windpark Obernwohlde-Pronstorf,2016,91.5,20,Enercon E-101 (20×),Obernwohlde,OH,53.9361,10.57,SUSI Renewable Energy Fund II (Investmentfonds),,,,,,,,
7708,Windpark Obernwohlde-Pronstorf,,,,,Pronstorf,SE,53.9361,10.57,,,,,,,,,
7709,Windpark Oevenum,1990,6.9,3,Enercon E-70 (3×),Oevenum,NF,54.7411,8.5678,Föhrer Windkraft,"Errichtet auf Föhr, Repowering 2015, (3× Enercon E-70 statt je 5× Vestas V25-200kW, Vestas V27-225kW und Micon M530-250)",,,,,,,
7710,Windpark Oevenum,1991,,,,,,54.7411,8.5678,,,,,,,,,
7711,Windpark Oevenum,1992,,,,,,54.7411,8.5678,,,,,,,,,
7712,Windpark Oevenum,2015,,,,,,54.7411,8.5678,,,,,,,,,
7713,Windpark Oldenswort,2001,23.7,12,Vestas V27-225kW (1×),Oldenswort,NF,54.3894,8.9381,Wotan Gruppe,Repowering geplant (4× Vestas V136-4.2MW statt 4× Vestas V80-2MW),,,,,,,
7714,Windpark Oldenswort,2015,,,Vestas V80-2MW (6×),,,54.3894,8.9381,,,,,,,,,
7715,Windpark Oldenswort,,,,Enercon E-70 E4 (2×),,,54.3894,8.9381,,,,,,,,,
7716,Windpark Oldenswort,,,,Enercon E-82 E2 (3×),,,54.3894,8.9381,,,,,,,,,
7717,Windpark Olderup,1995,44.95,20,Enercon E-66/18.70 (3×),Olderup,NF,54.5244,9.1058,"Greenbridge, eeNORD","2015 Repowering (1× Vestas V90-2MW, 1× Senvion MM82 und 2× Enercon E-70 E2 statt 4× Vestas V39-500kW), 2017 Repowering (2× Vestas V117-3.45MW und 1× Nordex N100/3300 statt 3× Vestas V80-2MW)",,,,,,,
7718,Windpark Olderup,2002,,,Enercon E-70 E4 (8×),,,54.5244,9.1058,,,,,,,,,
7719,Windpark Olderup,2013,,,REpower MM82 (3×),,,54.5244,9.1058,,,,,,,,,
7720,Windpark Olderup,2015,,,Nordex N100/3300 (1×),,,54.5244,9.1058,,,,,,,,,
7721,Windpark Olderup,2017,,,Vestas V80-2MW (2×),,,54.5244,9.1058,,,,,,,,,
7722,Windpark Olderup,,,,Vestas V117-3.45MW (2×),,,54.5244,9.1058,,,,,,,,,
7723,Windpark Olderup,,,,Enercon E-48 (1×),,,54.5244,9.1058,,,,,,,,,
7724,Windpark Oster-Ohrstedt,2002,13.8,5,Enercon E-70 E4 (6×),Oster-Ohrstedt,NF,54.52,9.2236,,2017 Repowering (4× Enercon E-70 E4 statt 4× Enercon E-66/18.70),,,,,,,
7725,Windpark Oster-Ohrstedt,2014,,,,,,54.52,9.2236,,,,,,,,,
